Title,StoreId,ArticleType,Authors,companies,copyright,documentType,entryDate,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,URL,FindACopy,Database
When Gay and Religious Freedoms Clash: [Op-Ed]: [Op-Ed],2745697714,newspapers,Tish Harrison Warren,," Copyright New York Times Company Dec 5, 2022"," Opinions , Commentary"," Dec 5, 2022", English, English, A.19," New York, N.Y.","Dec 5, 2022",New York Times,2022,https://www.proquest.com/newspapers/when-gay-religious-freedoms-clash-op-ed/docview/2745697714/se-2?accountid=14026, https://www.nytimes.com/2022/12/04/opinion/303-creative-supreme-court.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=When+Gay+and+Religious+Freedoms+Clash%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Tish+Harrison+Warren&amp;rft.aulast=Tish+Harrison+Warren&amp;rft.aufirst=&amp;rft.date=2022-12-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.19&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
The Man Who Neutered Trump: [Op-Ed]: [Op-Ed],2745697684,newspapers,"Cottle, Michelle", Republican Party," Copyright New York Times Company Dec 5, 2022"," Opinions , Commentary"," Dec 5, 2022", English, English, A.18," New York, N.Y.","Dec 5, 2022",New York Times,2022,https://www.proquest.com/newspapers/man-who-neutered-trump-op-ed/docview/2745697684/se-2?accountid=14026, https://www.nytimes.com/2022/12/04/opinion/brian-kemp-herschel-walker.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=The+Man+Who+Neutered+Trump%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Cottle%2C+Michelle&amp;rft.aulast=Cottle&amp;rft.aufirst=Michelle&amp;rft.date=2022-12-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.18&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Free to Be You and Me. Or Not.: [Op-Ed]: [Op-Ed],2745697680,newspapers,"Paul, Pamela",," Copyright New York Times Company Dec 5, 2022"," Opinions , Commentary"," Dec 5, 2022", English, English, A.18," New York, N.Y.","Dec 5, 2022",New York Times,2022,https://www.proquest.com/newspapers/free-be-you-me-not-op-ed/docview/2745697680/se-2?accountid=14026, https://www.nytimes.com/2022/12/04/opinion/free-to-be-you-and-me-anni.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Free+to+Be+You+and+Me.+Or+Not.%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Paul%2C+Pamela&amp;rft.aulast=Paul&amp;rft.aufirst=Pamela&amp;rft.date=2022-12-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.18&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Bob Chapek Didn't Believe in Disney Magic: [Op-Ed]: [Op-Ed],2745531280,newspapers,"Testa, Len"," Walt Disney World , Disneyland , Disney Plus"," Copyright New York Times Company Dec 4, 2022"," Opinions , Commentary"," Dec 4, 2022", English, English, SR.10," New York, N.Y.","Dec 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/bob-chapek-didnt-believe-disney-magic-op-ed/docview/2745531280/se-2?accountid=14026, https://www.nytimes.com/2022/11/29/opinion/disney-robert-iger-bob-chapek.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Bob+Chapek+Didn%27t+Believe+in+Disney+Magic%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Testa%2C+Len&amp;rft.aulast=Testa&amp;rft.aufirst=Len&amp;rft.date=2022-12-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.10&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Can We Really Love Our Children Unconditionally?: [Op-Ed]: [Op-Ed],2745531276,newspapers,"Whippman, Ruth",," Copyright New York Times Company Dec 4, 2022"," Opinions , Commentary"," Dec 4, 2022", English, English, SR.8," New York, N.Y.","Dec 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/can-we-really-love-our-children-unconditionally/docview/2745531276/se-2?accountid=14026, https://www.nytimes.com/2022/11/29/opinion/children-unconditional-love.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Can+We+Really+Love+Our+Children+Unconditionally%3F%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Whippman%2C+Ruth&amp;rft.aulast=Whippman&amp;rft.aufirst=Ruth&amp;rft.date=2022-12-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
A 300-Year-Old Treaty And a Lesson on Justice: [Op-Ed]: [Op-Ed],2745531275,newspapers,"Eustace, Nicole", Department of State," Copyright New York Times Company Dec 4, 2022"," Opinions , Commentary"," Dec 4, 2022", English, English, SR.5," New York, N.Y.","Dec 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/300-year-old-treaty-lesson-on-justice-op-ed/docview/2745531275/se-2?accountid=14026, https://www.nytimes.com/2022/11/30/opinion/native-american-treaty-justice.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=A+300-Year-Old+Treaty+And+a+Lesson+on+Justice%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Eustace%2C+Nicole&amp;rft.aulast=Eustace&amp;rft.aufirst=Nicole&amp;rft.date=2022-12-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.5&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Ukrainian Women Fight For Liberation: [Op-Ed]: [Op-Ed],2745528009,newspapers,"Kristof, Nicholas",," Copyright New York Times Company Dec 4, 2022"," Opinions , Commentary"," Dec 4, 2022", English, English, SR.2," New York, N.Y.","Dec 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/ukrainian-women-fight-liberation-op-ed/docview/2745528009/se-2?accountid=14026, https://www.nytimes.com/2022/12/03/opinion/ukraine-women.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Ukrainian+Women+Fight+For+Liberation%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Kristof%2C+Nicholas&amp;rft.aulast=Kristof&amp;rft.aufirst=Nicholas&amp;rft.date=2022-12-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Xi Broke China's Social Contract: [Op-Ed]: [Op-Ed],2745528008,newspapers,"Huang, Yasheng",," Copyright New York Times Company Dec 4, 2022"," Commentary , Opinions"," Dec 4, 2022", English, English, SR.7," New York, N.Y.","Dec 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/xi-broke-chinas-social-contract-op-ed/docview/2745528008/se-2?accountid=14026, https://www.nytimes.com/2022/12/01/opinion/china-covid-protests.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Xi+Broke+China%27s+Social+Contract%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Huang%2C+Yasheng&amp;rft.aulast=Huang&amp;rft.aufirst=Yasheng&amp;rft.date=2022-12-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.7&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Bring Back the Oral Exam: [Op-Ed]: [Op-Ed],2745527983,newspapers,"Worthen, Molly",," Copyright New York Times Company Dec 4, 2022"," Commentary , Opinions"," Dec 4, 2022", English, English, SR.6," New York, N.Y.","Dec 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/bring-back-oral-exam-op-ed/docview/2745527983/se-2?accountid=14026, https://www.nytimes.com/2022/12/02/opinion/college-oral-exam.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Bring+Back+the+Oral+Exam%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Worthen%2C+Molly&amp;rft.aulast=Worthen&amp;rft.aufirst=Molly&amp;rft.date=2022-12-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.6&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
2 Children Died. Thousands Can Be Helped.: [Op-Ed]: [Op-Ed],2745527977,newspapers,"Dowd, Maureen",," Copyright New York Times Company Dec 4, 2022"," Opinions , Commentary"," Dec 4, 2022", English, English, SR.3," New York, N.Y.","Dec 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/2-children-died-thousands-can-be-helped-op-ed/docview/2745527977/se-2?accountid=14026, https://www.nytimes.com/2022/12/03/opinion/charity-holiday-gift-chadtough-rory-staunton.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=2+Children+Died.+Thousands+Can+Be+Helped.%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Dowd%2C+Maureen&amp;rft.aulast=Dowd&amp;rft.aufirst=Maureen&amp;rft.date=2022-12-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.3&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
When Ron DeSantis Takes On 'Woke Capitalism': [Op-Ed]: [Op-Ed],2745527953,newspapers,"Bouie, Jamelle", Republican Party," Copyright New York Times Company Dec 4, 2022"," Opinions , Commentary"," Dec 4, 2022", English, English, SR.3," New York, N.Y.","Dec 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/when-ron-desantis-takes-on-woke-capitalism-op-ed/docview/2745527953/se-2?accountid=14026, https://www.nytimes.com/2022/12/02/opinion/mccarthy-desantis-capitalism.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=When+Ron+DeSantis+Takes+On+%27Woke+Capitalism%27%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Bouie%2C+Jamelle&amp;rft.aulast=Bouie&amp;rft.aufirst=Jamelle&amp;rft.date=2022-12-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.3&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Abortion Opponents Attack the Spread of Information: [Op-Ed]: [Op-Ed],2745527948,newspapers,"Goodwin, Michele; Ziegler, Mary",," Copyright New York Times Company Dec 4, 2022"," Opinions , Commentary"," Dec 4, 2022", English, English, SR.10," New York, N.Y.","Dec 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/abortion-opponents-attack-spread-information-op/docview/2745527948/se-2?accountid=14026, https://www.nytimes.com/2022/12/03/opinion/abortion-first-amendment-free-speech.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Abortion+Opponents+Attack+the+Spread+of+Information%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Goodwin%2C+Michele%3B+Ziegler%2C+Mary&amp;rft.aulast=Goodwin&amp;rft.aufirst=Michele&amp;rft.date=2022-12-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.10&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Euthanasia In Canada: [Op-Ed]: [Op-Ed],2745527942,newspapers,"Douthat, Ross",," Copyright New York Times Company Dec 4, 2022"," Opinions , Commentary"," Dec 4, 2022", English, English, SR.3," New York, N.Y.","Dec 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/euthanasia-canada-op-ed/docview/2745527942/se-2?accountid=14026, https://www.nytimes.com/2022/12/03/opinion/canada-euthanasia.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Euthanasia+In+Canada%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Douthat%2C+Ross&amp;rft.aulast=Douthat&amp;rft.aufirst=Ross&amp;rft.date=2022-12-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.3&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Grief Is a Forever Thing: [Op-Ed]: [Op-Ed],2745527932,newspapers,"Bialosky, Jill",," Copyright New York Times Company Dec 4, 2022"," Opinions , Commentary"," Dec 4, 2022", English, English, SR.8," New York, N.Y.","Dec 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/grief-is-forever-thing-op-ed/docview/2745527932/se-2?accountid=14026, https://www.nytimes.com/2022/11/27/opinion/prolonged-grief-suicide.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Grief+Is+a+Forever+Thing%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Bialosky%2C+Jill&amp;rft.aulast=Bialosky&amp;rft.aufirst=Jill&amp;rft.date=2022-12-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
What Too Little Forgiveness Does to Us: [Op-Ed]: [Op-Ed],2745527920,newspapers,"Keller, Timothy",," Copyright New York Times Company Dec 4, 2022"," Opinions , Commentary"," Dec 4, 2022", English, English, SR.7," New York, N.Y.","Dec 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/what-too-little-forgiveness-does-us-op-ed/docview/2745527920/se-2?accountid=14026, https://www.nytimes.com/2022/12/03/opinion/tim-keller-forgiveness.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=What+Too+Little+Forgiveness+Does+to+Us%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Keller%2C+Timothy&amp;rft.aulast=Keller&amp;rft.aufirst=Timothy&amp;rft.date=2022-12-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.7&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Can America Envision World War III?: [Op-Ed]: [Op-Ed],2745527896,newspapers,"Wertheim, Stephen",," Copyright New York Times Company Dec 4, 2022"," Opinions , Commentary"," Dec 4, 2022", English, English, SR.4," New York, N.Y.","Dec 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/can-america-envision-world-war-iii-op-ed/docview/2745527896/se-2?accountid=14026, https://www.nytimes.com/2022/12/02/opinion/america-world-war-iii.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Can+America+Envision+World+War+III%3F%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Wertheim%2C+Stephen&amp;rft.aulast=Wertheim&amp;rft.aufirst=Stephen&amp;rft.date=2022-12-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.4&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Mike Pence Is Having a Moment He Doesn't Deserve: [Op-Ed]: [Op-Ed],2745235397,newspapers,"Lozada, Carlos",," Copyright New York Times Company Dec 3, 2022"," Opinions , Commentary"," Dec 3, 2022", English, English, A.22," New York, N.Y.","Dec 3, 2022",New York Times,2022,https://www.proquest.com/newspapers/mike-pence-is-having-moment-he-doesnt-deserve-op/docview/2745235397/se-2?accountid=14026, https://www.nytimes.com/2022/11/29/opinion/mike-pence-so-help-me-god.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Mike+Pence+Is+Having+a+Moment+He+Doesn%27t+Deserve%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Lozada%2C+Carlos&amp;rft.aulast=Lozada&amp;rft.aufirst=Carlos&amp;rft.date=2022-12-03&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.22&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
What White Voters See in Herschel Walker: [Op-Ed]: [Op-Ed],2745235369,newspapers,"Stewart, Danté", Republican Party," Copyright New York Times Company Dec 3, 2022"," Opinions , Commentary"," Dec 3, 2022", English, English, A.23," New York, N.Y.","Dec 3, 2022",New York Times,2022,https://www.proquest.com/newspapers/what-white-voters-see-herschel-walker-op-ed/docview/2745235369/se-2?accountid=14026, https://www.nytimes.com/2022/12/02/opinion/warnock-walker-runoff-georgia.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=What+White+Voters+See+in+Herschel+Walker%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Stewart%2C+Dant%C3%A9&amp;rft.aulast=Stewart&amp;rft.aufirst=Dant%C3%A9&amp;rft.date=2022-12-03&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.23&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Africa Is Waiting for What Big Tech Promised: [Op-Ed]: [Op-Ed],2745235323,newspapers,"Ajunwa, Ifeoma",," Copyright New York Times Company Dec 3, 2022"," Opinions , Commentary"," Dec 3, 2022", English, English, A.23," New York, N.Y.","Dec 3, 2022",New York Times,2022,https://www.proquest.com/newspapers/africa-is-waiting-what-big-tech-promised-op-ed/docview/2745235323/se-2?accountid=14026, https://www.nytimes.com/2022/12/01/opinion/silicon-valley-zuckerberg-dorsey-nigeria-africa.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Africa+Is+Waiting+for+What+Big+Tech+Promised%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Ajunwa%2C+Ifeoma&amp;rft.aulast=Ajunwa&amp;rft.aufirst=Ifeoma&amp;rft.date=2022-12-03&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.23&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
The Supreme Court Is Racing to Erase Lower Courts' Major Decisions: [Op-Ed]: [Op-Ed],2743875402,newspapers,"Tucker, Lisa; Lindquist, Stefanie A", Supreme Court-US," Copyright New York Times Company Dec 2, 2022"," Commentary , Opinions"," Dec 2, 2022", English, English, A.23," New York, N.Y.","Dec 2, 2022",New York Times,2022,https://www.proquest.com/newspapers/supreme-court-is-racing-erase-lower-courts-major/docview/2743875402/se-2?accountid=14026, https://www.nytimes.com/2022/11/29/opinion/supreme-court-decisions-vacated.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=The+Supreme+Court+Is+Racing+to+Erase+Lower+Courts%27+Major+Decisions%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Tucker%2C+Lisa%3B+Lindquist%2C+Stefanie+A&amp;rft.aulast=Tucker&amp;rft.aufirst=Lisa&amp;rft.date=2022-12-02&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.23&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Blockchains: What Are They Good For?: [Op-Ed]: [Op-Ed],2743875368,newspapers,"Krugman, Paul",," Copyright New York Times Company Dec 2, 2022"," Opinions , Commentary"," Dec 2, 2022", English, English, A.23," New York, N.Y.","Dec 2, 2022",New York Times,2022,https://www.proquest.com/newspapers/blockchains-what-are-they-good-op-ed/docview/2743875368/se-2?accountid=14026, https://www.nytimes.com/2022/12/01/opinion/blockchains-what-are-they-good-for.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Blockchains%3A+What+Are+They+Good+For%3F%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Krugman%2C+Paul&amp;rft.aulast=Krugman&amp;rft.aufirst=Paul&amp;rft.date=2022-12-02&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.23&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
How Would You Feel About a 100-Year-Old Doctor?: [Op-Ed]: [Op-Ed],2743875337,newspapers,"Jauhar, Sandeep", American Medical Association," Copyright New York Times Company Dec 2, 2022"," Opinions , Commentary"," Dec 2, 2022", English, English, A.22," New York, N.Y.","Dec 2, 2022",New York Times,2022,https://www.proquest.com/newspapers/how-would-you-feel-about-100-year-old-doctor-op/docview/2743875337/se-2?accountid=14026, https://www.nytimes.com/2022/11/28/opinion/doctors-aging-competency-test.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=How+Would+You+Feel+About+a+100-Year-Old+Doctor%3F%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Jauhar%2C+Sandeep&amp;rft.aulast=Jauhar&amp;rft.aufirst=Sandeep&amp;rft.date=2022-12-02&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.22&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
